PMID	Text
31113589	Acute Liver Failure due to Wilson Disease: Eight Years of the National Liver Transplant Program in Uruguay. INTRODUCTION AND AIM: Wilson's disease (WD) is an uncommon cause of acute liver failure (ALF). Our aim was to describe clinical features, diagnostic findings, treatments, and outcomes of patients with ALF due to WD. MATERIAL AND METHODS: Retrospective medical record reviews of all patients with ALF due to WD in eight years in Uruguay. RESULTS: WD was the cause of six (15%) of thirty-nine ALF cases. All patients were females, with a mean age of 18 years. Four patients presented with hyperacute liver failure and two with acute failure. Jaundice was the main complaint of all patients. Mean total bilirubin (TB), alkaline phosphatase (AP), AST, and ALT were 27.5 mg/dL, 45.5 lU/l, 156 IU/L, and 51 IU/L, respectively. Ceruloplasmin levels were low in four patients, urinary cooper was high in four, and two had Kayser-Fleischer rings. All patients had Coombs-negative hemolytic anemia, acute kidney injury, histochemical identifiable copper, and advanced fibrosis on liver histology. The average MELD score was 36. All patients were treated with d-penicillamine and listed for urgent liver transplantation (LT). Prometheus  was performed in one patient. Three patients died: two without LT and one after LT. Three patients survived: one without LT (New Wilson Index<11) and two with LT. The referral time to the program and the total time (referral plus waiting list time) were longer for non-survivors than for survivors (14 vs. 3 days and 23 vs. 8 respectively). CONCLUSION: All cases had typical clinical, analytical and histopathology characteristics. Early referral was determinant of prognosis.
28987261	Wilson Disease: Diagnosis, Treatment, and Follow-up. Consideration of a diagnosis of Wilson disease is still the critical factor in testing for and establishing disease diagnosis. In association with other clinical and biochemical tests, liver biopsy results and molecular genetic testing can also be used to generate a score for diagnosing Wilson disease. Medical therapy is effective for most patients; liver transplant can rescue those with acute liver failure or those with advanced liver disease who fail to respond to or discontinue medical therapy. Treatment monitoring must be done at regular intervals and includes clinical evaluation, liver tests and blood counts, and copper metabolic parameters.
29449431	Wilson disease: more than meets the eye. Wilson disease is a rare but important disorder of copper metabolism, with a failure to excrete copper appropriately into bile. It is a multisystem condition with presentations across all branches of medicine. Diagnosis can be difficult and requires a high index of suspicion. It should be considered in unexplained liver disease particularly where neuropsychiatric features are also present. Treatments are available for all stages of disease. A particularly important presentation not to overlook is acute liver failure which carries a high mortality risk and may require urgent liver transplantation. Here, we provide an overview of this complex condition.
32291276	Wilson Disease With Novel Compound Heterozygote Mutations in the ATP7B Gene Presenting With Severe Diabetes. OBJECTIVE: To determine the relationship between ATP7B mutations and diabetes in Wilson disease (WD). RESEARCH DESIGN AND METHODS: A total of 21 exons and exon-intron boundaries of ATP7B were identified by Sanger sequencing. RESULTS: Two novel compound heterozygous mutations (c.525 dupA/ Val176Serfs*28 and c.2930 C>T/ p.Thr977Met) were detected in ATP7B. After d-penicillamine (D-PCA) therapy, serum aminotransferase and ceruloplasmin levels in this patient were normalized and levels of HbA1c decreased. However, when the patient ceased to use D-PCA due to an itchy skin, serum levels of fasting blood glucose increased. Dimercaptosuccinic acid capsules were prescribed and memory recovered to some extent, which was accompanied by decreased insulin dosage for glucose control by 5 units. CONCLUSIONS: This is the first report of diabetes caused by WD.
31878905	The study of Wilson disease in pregnancy management. INTRODUCTION: Pregnancy management in women with Wilson disease (WD) remains an important clinical problem. This research was conducted to investigate how to avoid worsening of WD symptoms during pregnancy and increase pregnancy success in women with WD by identifying the best pregnancy management approaches in these patients. PATIENTS AND METHODS: The clinical data of 117 pregnancies among 75 women with WD were retrospectively analyzed. Related information of the fetus was also recorded and analyzed. At the same time, regression analysis was performed for data of 22 pregnant women without WD, as normal controls. RESULTS: Of a total of 117 pregnancies among the 75 women with WD and 31 pregnancies among the 22 control womenincluded in this study, there were 108 successful pregnancies and 9 spontaneous abortions. Among the 108 successful pregnancies, 97 women a history of copper chelation therapy before pregnancy; all 97 women stopped anti-copper therapy during pregnancy. The nine women with spontaneous abortion had no pre-pregnancy history of copper displacement therapy. The incidence of lower limb edema was higher in the WD group than in normal controls (P = 0.036). Compared with the control group, there was a higher proportion in the WD group of male infants (P = 0.022) and lower average infant birth weight (t = 3.514, P = 0.001). CONCLUSION: It is relatively safe for women with WD patients to become pregnant. The best management method for pregnancy in women with WD may be intensive pre-pregnancy copper chelation therapy and no anti-copper treatment during pregnancy.
24118554	Outcome and development of symptoms after orthotopic liver transplantation for Wilson disease. BACKGROUND: Wilson disease (WD) is an autosomal recessive copper storage disease resulting in hepatic and neurologic dysfunction. Liver transplantation is an effective treatment for fulminant cases for patients with chronic liver disease. Reports on the outcome of neuropsychiatric symptoms after orthotopic liver transplantation (OLT) are limited. AIM: To assess the course of neuropsychiatric and hepatic symptoms after liver transplantation for Wilson disease METHODS: Nineteen patients with Wilson disease received liver transplantation and were followed prospectively from 2005 to 2010 for the development of hepatic, neurological and psychiatric symptoms. RESULTS: Eight patients (all female) were transplanted for acute liver failure and eleven patients for chronic liver failure. Patient survival rates one and five yr after transplantation were 78% and 65%, respectively. Of the surviving patients, hepatic symptom scores improved in all patients and neurological symptom scores improved in all but one patient after OLT compared to the time of initial diagnosis and compared to pre-OLT status. Psychiatric symptoms showed moderate improvements. CONCLUSION: Survival after OLT for Wilson disease with end-stage liver disease is excellent. Overall, neuropsychiatric symptoms improved after transplantation, substantiating arguments for widening of the indication for liver transplantation in symptomatic neurologic Wilson disease patients with stable liver function.
27350316	Pregnancy outcome after chelation therapy in Wilson disease. Evaluation of the German Embryotox Database. Continuation of treatment is recommended for pregnant women with Wilson disease. Therapy options include the copper chelating agents d-penicillamine and trientine. However, there are still uncertainties concerning a possible teratogenic risk. In this case series, we report on the outcome of 20 pregnancies with maternal chelator exposure at least during the first trimester. Of these 20 pregnancies documented by the German Embryotox Project, 14 were prospectively ascertained and 6 were retrospective. No major birth defects were observed. Three of the 14 prospective cases resulted in a spontaneous abortion, and one pregnancy was electively terminated. Our results do not support the hypothesis of teratogenicity based on earlier case reports of congenital anomalies. Therefore our study may contribute to reassure women needing chelation therapy during pregnancy. However, it must be taken into account that the sample size of this case series is too limited to make final conclusions on teratogenic effects.
33541028	[Advances in the treatment of Wilson Disease]. Wilson Disease is kind of an autosomal recessive genetic disease. Early diagnosis and timely treatment are very important for prognosis. This article reviews the treatment of Wilson Disease, focusing on penicillamine, sodium dimercaptopropane sulfonate, ammonium tetrathiomolybdate and zinc, liver transplantation and gene therapy. At the same time, the problems of medication adherence and follow-up evaluation in patients with Wilson Disease are also discussed.
30357869	
33369596	Long-Term Urinary Copper Excretion on Chelation Therapy in Children with Wilson Disease. OBJECTIVES: In Wilson disease (WD), 24-hour urinary copper excretion (UCE) is recommended to be used for diagnosis. It may be a useful tool to assess the efficacy of treatment during follow-up; however, there are limited data regarding the cutoff value of 24-hour UCE during follow-up in children. Therefore, we aim to evaluate the clinical use of 24-hour UCE during follow-up in children with WD. PATIENTS AND METHODS: Medical records of children diagnosed with WD at Kings' College Hospital from 2005 to 2018 were retrospectively reviewed. The UCE, serum copper, and ceruloplasmin levels, tested during follow-up, were statistically analyzed. RESULTS: Over the median duration of 7 years (range 1.4-14.4), 28 patients (age ranged 3.8-17.3 years) had UCE tests during follow-up. Of those, 21 patients had at least one 24-hour UCE test and 7 children had only spot UCE tests. In comparison with the level of 24-hour UCE collected at the first visit after penicillamine challenge test, the median excretion rate was significantly reduced over the follow-up period (P < 0.001), from 26.2 to 8.9 mumol/day following 1-2 years of therapy (P = 0.15), then reduced significantly to 2.2 mumol/day after 3-4 years (P = 0.009), and 5.6 mumol/day at >5 years of follow-up (P = 0.003). CONCLUSIONS: Our study suggests that within 1 year of treatment, the level of nonceruloplasmin-bound copper concentration (NCC) drops to <0.8 mumol/L. In the absence of progressive liver disease or signs of copper deficiency, 24-hour UCE decreases to <=8 mumol/day and <6 mumol/day after 1 and 5 years of treatment, respectively.
16996405	Psychological presentations without hepatic involvement in Wilson disease. Wilson disease is an autosomal recessive inborn error of copper metabolism that leads to neurologic symptoms and variable degrees of hepatic damage. The most common characteristic signs clinically are liver disease, psychiatric disease, neurologic disease, or a combination of these. Early recognition by means of clinical signs and an early initiation of therapy using chelators or zinc-salts are essential for a good outcome and prognosis. This report describes a male suffering from Wilson disease who exhibited an unusual presentation that included psychological manifestations without hepatic involvement. He was initially treated for attention-deficit hyperactivity disorder and a seizure disorder until brain imaging established the diagnosis of Wilson disease.
8723326	Wilson disease: genetic basis of copper toxicity and natural history. The discovery that the gene for Wilson disease encodes a copper-transporting ATPase has greatly improved our understanding of the pathophysiology of this disorder and of copper metabolism in humans. The abundance of disease-specific mutations and their location at multiple sites across the genome have limited molecular genetic diagnosis to kindred of known patients, and confirm the necessity for de novo screening by well-proven clinical and biochemical means. It is uncertain whether the variety of specific mutations will account for the wide range of presenting clinical signs and symptoms of Wilson disease, and environmental and extragenic factors are likely to be important contributing factors. Chelation therapy with penicillamine and trientine remain effective treatment for most symptomatic hepatic and neurologic Wilson disease. Zinc salts may be used for some asymptomatic patients, and OLT for fulminant hepatitis and patients for whom pharmacotherapy is ineffective. The chelating agent tetrathiomolybdate is under investigation for the treatment of neurologic Wilson disease. Gene therapy is the new horizon for treatment of Wilson disease. However, the ability to treat this disorder effectively by this means awaits further characterization of the gene product and more efficient methods for gene delivery to all hepatocytes in the liver.
10378366	[Therapy of Wilson disease]. Wilson disease is a copper storage disease with autosomal-recessive trait that is predominantly a disorder of the adolescent and young adult. Clinical manifestations are dominated by hepatic and/or neurological symptoms. Diagnostic procedures include determination of total serum copper, free serum copper and serum ceruloplamin concentrations as well as urinary copper excretion. Confirmation of diagnosis may be achieved by liver biopsy and histological determination of copper content. The aim of treatment is reduction of tissue copper concentration and detoxification of copper. Drugs applied are the chelating agents. D-penicillamine and trientine, or zinc. The chelating agents induce renal and biliary copper excretion and increased synthesis of metallothionein, which attaches and detoxifies intracellular copper, leading to impaired absorption and binding of excess intracellular copper. Treatment with zinc results in induction of hepatic and intestinal metallothionein synthesis. Regular examinations of the parameters of copper metabolism are necessary in order to control the therapeutic effect. Free copper serum concentrations and urinary copper excretion should reach values below 10 micrograms/dl and 80 micrograms/day, respectively. A significant improvement of clinical symptoms and normalization of parameters of copper metabolism can be expected earliest six months after onset of therapy. Anti-copper treatment may be accompanied by copper-reduced diet. Lifelong therapy is required and provides life-expectancy near to normal. Interruption of treatment leads to reaccumulation of copper, often resulting in fulminant hepatic failure. This can also be observed as initial presentation in 5% of cases (predominant age 12 to 25 years). End stage liver disease and fulminant hepatic failure are indications for liver transplantation by which the genetic defect is phenotypically cured. Here decoppering treatment is no longer required. Whether severe neurological disorders may also be improved is not clear until today.
19066958	Triethylene tetramine dihydrochloride (trientine) in children with Wilson disease: experience at King's College Hospital and review of the literature. Our aim was to review our experience of trientine as chelation therapy in children with Wilson disease (WD) and compare to that reported in the literature. We made a retrospective review of the medical notes of 16 of 96 (17%) children diagnosed with WD between 1981 and 2006. Children were 6.6 to 15 years old. Only three received trientine as initial therapy [parental choice (two), allergic reactions to penicillamine (one) during the penicillamine challenge], 13 of 16 were converted from penicillamine to trientine because of reactions to penicillamine: haematuria in four, bone marrow suppression in three, neutropenia in three. Trientine was discontinued in three due to allergic rash, low copper excretion and one with compliance problems requiring transplantation. Seventy-five per cent of children presented with chronic liver disease. Kayser-Fleischer rings were noticed in eight of 16, Wilson Ferenci score range was between 4 and 10 (nl < 4). Laboratory indices remained relatively stable. In line with previous reports, trientine was used mainly as secondary treatment when there were severe side effects with penicillamine. Whilst the current evidence is low quality, it appears that trientine is as efficacious as penicillamine and small population studies show a lower side effect profile.
17382611	Wilson disease--a practical approach to diagnosis, treatment and follow-up. Wilson disease is an inherited, autosomal recessive, copper accumulation and toxicity disorder that affects about 30 individuals per million. This rare disease is caused by mutations in the gene encoding a copper-transporting P-type ATPase, which is important for copper excretion into bile, leading to copper accumulation in the liver. Toxic copper concentrations can also be found in the brain and kidney, and clinical phenotypes include hepatic, haemolytic, neurologic and psychiatric diseases. Diagnosis is based on the combination of clinical features and findings such as increased urinary copper excretion, reduced levels of serum ceruloplasmin, high concentrations of copper in liver tissues and Kayser-Fleischer rings. Genetic studies are also becoming available for clinical use, but the utility of direct mutation analysis is limited. Wilson disease can be treated, and early diagnosis is essential: the goal of therapy is to reduce copper accumulation either by enhancing its urinary excretion or by decreasing its intestinal absorption. Medical therapies include penicillamine, trientine, zinc and tetrathiomolibdate. Liver transplantation is a relatively successful treatment option when medical therapy fails or in case of acute liver failure, even though it is also characterized by short- and long-term complications.
36343759	Botulinum toxin type A treatment of four cases of Wilson disease with lower limb dystonia: A prospective study. Botulinum toxin type A (BoNT-A) has been recommended in various neurological disorders as a useful tool for alleviating dystonia. In Wilson disease (WD) patients with dystonia, BoNT-A injection can be used as a treatment modality when conventional treatment is ineffective for alleviating symptoms. The purpose of this study was to thoroughly evaluate the efficacy of BoNT-A injection in treating WD complicated by lower extremity dystonia. The efficacy of these injections was assessed by clinical scales, surface electromyography (EMG), and gait analysis. A comparative analysis of all gait parameters, EMG parameters, and clinical scales revealed a significant increase in velocity, decrease in integrated EMG (iEMG), and improvement in modified Ashworth scale (MAS), Burke Fahn Marsden (BFM), and activities of daily living (ADL) scores (all P < 0.05). Overall, our findings indicated that BoNT-A injection led to marked relief of symptoms in patients with WD with lower extremity dystonia.
20946468	Liver transplantation for children with Wilson disease: comparison of outcomes between children and adults. UNLABELLED: Liver transplantation (LT) is lifesaving for patients with Wilson disease (WD) presenting with fulminant hepatic failure (FHF) or chronic liver disease (CLD) unresponsive to treatment. AIM: To determine the outcome of LT in pediatric and adult patients with WD. METHODS: United Network for Organ Sharing data on LT from 1987 to 2008 were analyzed. Outcomes were compared for patients requiring LT for FHF and CLD after 2002. Multivariate logistic regression was used to determine risk factors for death and graft loss. RESULTS: Of 90,867 patients transplanted between 1987 and 2008, 170 children and 400 adults had WD. The one- and five-yr patient survival of children was 90.1% and 89% compared to 88.3% and 86% for adults, p = 0.53, 0.34. After 2002, 103 (41 children) were transplanted for FHF and 67 (10 children) for CLD. One- and five-yr patient survival was higher in children transplanted for CLD compared to FHF; 100%, 100% vs. 90%, 87.5% respectively, p = 0.30, 0.32. One- and five-yr patient survival was higher in adults transplanted for CLD compared to FHF; 94.7%, 90.1% vs. 90.3%, 89.7%, respectively, p = 0.36, 0.88. Encephalopathy, partial graft, and ventilator use were risk factors for death by logistic regression. CONCLUSION: LT is an excellent treatment option for patients with WD. Patients transplanted for CLD had higher patient survival rates than patients with FHF.
30359967	Plasmapheresis Combined with Continuous Plasma Filtration Adsorption Rescues Severe Acute Liver Failure in Wilson's Disease before Liver Transplantation. Wilsonian crisis (hemolytic crisis and acute liver failure [ALF] in Wilson's disease) is fatal and almost all patients ultimately need a timely liver transplantation to save their lives. How to safely pass the critical period to liver transplantation is still a big challenge to doctors especially to pediatricians facing more difficult situations in blood purification. Here, we report about a 7-year-old child (weight 21 kg) presenting with severe hemolysis and impending ALF that made a rapid recovery with prompt initiation of plasmapheresis combined with continuous plasma filtration adsorption (CPFA) and chelation therapy. Rapidly efficient removal of copper, bilirubin, and albumin-binding toxins by hybrid blood purification alleviated hemolysis and liver injury and successfully bridged the patient over the critical period to late liver transplantation. Moreover, a review of the literature was performed examining the use of plasmapheresis, molecular adsorbent recirculation system, single-pass albumin dialysis, and continuous veno-venous hemodiafiltration in Wilson disease. The experience of our case points to that plasmapheresis combined with CPFA treatment can improve clinical symptoms and bridge children over through Wilsonian crisis to late live transplantation, and CPFA treatment is feasible and safe in children weighing more than 20 kg.
28433103	Liver transplantation for Wilson disease. Liver transplantation (LT) is a life-saving and curative treatment for Wilson disease (WD), providing restoration of function of the liver and mitigation of portal hypertension. Indications for LT in patients with WD include acute liver failure or end-stage liver disease not treatable by medical therapy. LT is also used to treat hepatocellular carcinoma when it develops in patients with WD when tumor resection is not feasible. LT solely for neurologic or psychiatric WD remains controversial. Living liver donation as well as cadaveric orthotopic and auxiliary LT are options for transplantation for WD. Outcomes for LT for WD are excellent, and supportive measures while awaiting transplantation help bridge the patient to a more successful outcome. Future hepatocyte or stem cell transplantation may augment or supplant current LT for WD.
19595231	[Probing into indication of living-related liver transplantation for Wilson's disease]. OBJECTIVE: To probe into indication of living-related liver transplantation (LRLT) for Wilson's Disease. METHODS: From January 2001 to February 2007, thirty-seven living-related liver transplants were performed. A retrospective analysis was carried on outcome of those patients. The indications for LRLT were acute hepatic failure in 3 patients and chronic advanced liver disease in 32 patients including 13 patients with Wilsonian neurological manifestations. Two patients presented with severe Wilsonian neurological manifestations even though their liver functions were stable. According to the scoring system for evaluation of the neurological impairment in Wilson disease based on neurological signs and functions (total score was 30), the pre-transplantation score of those patients with neurological manifestations was 15.9 +/- 4.3 (n = 15). RESULTS: Thirty-seven patients were followed up for 20 - 93 months. The survival rates of post-transplant patients and grafts at 1, 3, and 5 year were 91.9%, 83.8%, 75.7%, and 86.5%, 78.4%, 75.7%, respectively. Postoperative surgical complications occurred in 2 donors with bile leakage required drainage, in 2 recipients with hepatic thrombosis underwent retransplantation of cadaveric liver and in 1 recipient with hepatic stenosis required balloon dilatation. Neurological function was improved in all recipients and the score of posttransplantation at 6, 12, 18, 24, and 30 month was 17.5 +/- 3.7 (n = 13); 21.0 +/- 4.3 (n = 12); 23.9 +/- 3.9 (n = 10); 26.6 +/- 2.2 (n = 10) and 28.1 +/- 1.9 (n = 7) respectively. CONCLUSIONS: Patients with acute hepatic failure or patients with severe liver disease unresponsive to chelation treatment should be treated with LRLT. Early transplantation in patients with an unsatisfactory response medical treatment may prevent irreversible neurological deterioration even though their liver function is stable.
23109455	Response to different therapeutic approaches in Wilson disease. A long-term follow up study. BACKGROUND AND AIMS: There are certain areas of uncertainty regarding the best therapeutic approach in patients diagnosed with Wilson Disease (WD). Our aim was to assess treatment response to different therapies in a cohort of WD patients followed in a single center. MATERIAL AND METHODS: This is an observational, descriptive study in which clinical, laboratory and imaging data are reviewed in a series of 20 WD patients with a median follow-up of 14 years. Type of presentation, treatment used, biochemical and copper homeostasis parameters were elicited. RESULTS: Median age at diagnosis was 22 years. The most frequent form of presentation was hepatic (n = 10, 50%; mean age: 21.5 years), followed by neurological (25%; mean age: 34.5 years) and mixed (15%). The initial treatment in both symptomatic and asymptomatic patients at diagnosis was d-penicillamine in 90% and Zinc (Zn) in 10%, respectively. Patients who were maintained on d-penicillamine for the whole period had complete biochemical normalization (baseline ALT: 220 IU/l; last follow up 38 IU/l). In contrast, patients in whom d-penicillamine was switched to Zn, irrespective of the cause, did not show a complete biochemical remission (baseline ALT: 100 IU/l vs. 66 IU/l at last follow-up). CONCLUSIONS: Treatment was found to be effective in most cases regardless of the drug used. However, side effects were common in those treated with d-penicillamine agents, and required switching to zinc. Therapy with zinc was well tolerated and appeared to have a good efficacy. However, in 33%, a complete normalization of liver enzymes was never reached.
15701295	Wilson disease: new insights into pathogenesis, diagnosis, and future therapy. Wilson disease is caused by disease-specific mutations of the copper transporting ATPase, ATP7B. The diagnosis is established by clinical and biochemical means, though advances in molecular diagnostics will someday permit de novo diagnosis. The patient may present with hepatic, neurologic, or psychiatric symptoms, or a combination of these. Both environmental and extragenic effects contribute to the varied phenotypic presentations of this disease. Patients can be treated effectively with chelating agents or zinc salts, or with liver transplantation. Liver cell transplant and gene therapy offer potential cures for this disorder, but at present only data from preclinical studies on animal models are available. Future advances in immunotolerization and gene therapy will likely enable human trials for treatment of this disorder and other genetic disorders of hepatic metabolism.
32398357	Liver transplantation as a rescue therapy for severe neurologic forms of Wilson disease. OBJECTIVE: To evaluate the effect of liver transplantation (LT) in patients with Wilson disease (WD) with severe neurologic worsening resistant to active chelation. METHODS: French patients with WD who underwent LT for pure neurologic indication were retrospectively studied. Before LT and at the last follow-up, neurologic impairment was evaluated with the Unified Wilson's Disease Rating Scale (UWDRS) score, disability with the modified Rankin Scale (mRS) score, and hepatic function with the Model for End-stage Liver Disease score, together with the presence of a Kayser-Fleischer ring (KFR), brain MRI scores, and copper balance. The survival rate and disability at the last follow-up were the coprimary outcomes; evolution of KFR and brain MRI were the secondary outcomes. Prognosis factors were further assessed. RESULTS: Eighteen patients had LT. All were highly dependent before LT (median mRS score 5). Neurologic symptoms were severe (median UWDRS score 105), dominated by dystonia and parkinsonism. The cumulated survival rate was 88.8% at 1 year and 72.2% at 3 and 5 years. At the last follow-up, 14 patients were alive. Their mRS and UWDRS scores improved (p < 0.0001 and p = 0.0003). Eight patients had a major improvement (78% decrease of the UWDRS score), 4 a moderate one (41% decrease), and 2 a stable status. KFR and brain MRI scores improved (p = 0.0007). Severe sepsis (p = 0.011) and intensive care unit admission (p = 0.001) before LT were significantly associated with death. CONCLUSIONS: LT is a rescue therapeutic option that should be carefully discussed in selected patients with neurologic WD resistant to anticopper therapies (chelators or zinc salts) as it might allow patients to gain physical independency with a reasonable risk. CLASSIFICATION OF EVIDENCE: This study provides Class IV evidence that for patients with WD with severe neurologic worsening resistant to active pharmacologic therapy, LT might decrease neurologic impairment.
20955957	Wilson disease. Wilson disease is an inherited autosomal recessive disorder of copper balance leading to hepatic damage and neurological disturbance of variable degree. The defective gene, ATP7B, encodes a hepatic copper-transporting protein, which plays a key role in human copper metabolism. Our knowledge of the genetic basis of Wilson disease has increased dramatically; however, understanding of genotype-phenotype correlation and multifarious effects of copper toxicity as basis for targeted and individualised therapy strategies is still insufficient. Clinical manifestations are related to copper accumulation predominantly in the liver and brain and include hepatic disease ranging from mild hepatitis to acute liver failure or cirrhosis and/or neurological symptoms such as dystonia, tremor, dysarthria, psychiatric disturbances. Mixed presentations occur frequently. Early recognition by means of clinical, biochemical or genetic examination and initiation of therapy with copper chelators, zinc salts or even liver transplantation in cases of acute and chronic liver failure are essential for favourable outcome.
24166573	Acute focal dystonia induced by a tricyclic antidepressant in a patient with Wilson disease: a case report. The authors present the case of a 19-year-old patient with Wilson disease (WD) who developed symptoms of acute focal dystonia of the left hand (a 'starfish' hand presentation) shortly after treatment with the tricyclic antidepressant clomipramine. The diagnosis of WD was made 8 months earlier based on abnormal copper metabolism parameters and was confirmed by genetic testing. Initially, the patient presented with akathisia, sialorrhea, oromandibular dystonia (occasionally grimacing) and slight dysarthria. The patient's symptoms diminished after treatment with d-penicillamine was initiated. No further deterioration was observed after copper-chelating therapy was started. The authors diagnosed acute focal dystonia induced by clomipramine. Botulinum toxin and intensive rehabilitation was initiated; complete regression of hand dystonia was observed. Based on the case, the authors suggest that care should be exercised with regard to starting medications that could potentially impact the extrapyramidal system in WD patients. 
28433104	Wilson disease: symptomatic liver therapy. Wilson disease leads to symptomatic impairment of liver function or liver cirrhosis. Strict adherence to decoppering agents is essential in these patients. Secondary prevention of additional hepatic damage by avoidance of other toxic substances (e.g., alcohol, drugs) and sufficient calorie intake is recommended. Routine examinations in cirrhotic patients include screening for signs of portal hypertension (esophagus varices), development of ascites, and hepatic encephalopathy. Where varices are present, primary or secondary preventive interventions may include treatment with nonselective beta-blockers or variceal ligation, similar to the approach in patients with liver cirrhosis due to other etiologies. For patients presenting with ascites, diuretics are the treatment of choice. Spontaneous bacterial peritonitis can be diagnosed by paracentesis and should be treated with antibiotics. Liver cirrhosis can also lead to accumulation of neurotoxins causing hepatic encephalopathy. It is characterized by unspecific neuropsychiatric impairment and is treated with laxatives and nonresorbable antibiotics. The best prophylaxis is regular defecation. Patients with liver cirrhosis are susceptible for bacterial infections of any cause and sepsis is one of the leading causes of death in these patients. In advanced stages of cirrhosis renal function impairment is a common feature. The hepatorenal syndrome shows a high mortality. Where Wilson disease patients have decompensated liver cirrhosis, liver transplantation should be evaluated.
17285615	Therapeutic plasmapheresis as a bridge to liver transplantation in fulminant Wilson disease. Wilson disease is an autosomal recessive disorder of copper metabolism that leads to the accumulation of copper mainly in the liver, cornea, brain, and kidney. Rarely, Wilson disease can present as fulminant hepatic failure with direct antiglobulin test-negative hemolytic anemia and renal failure. In the absence of liver transplantation, this disease is uniformly fatal because medical therapy is ineffective. This report describes the successful use of plasmapheresis for a patient with fulminant Wilson disease as a bridge to transplantation. Five daily therapeutic plasmapheresis procedures using fresh frozen plasma as a replacement fluid were performed over 6 days. Serum copper, urinary copper excretion, and hemolysis were significantly reduced and renal function improved. The patient's clinical status improved and she remained clinically stable until a liver transplant was possible. Plasmapheresis can be a successful medical treatment in fulminant Wilson disease and should be considered as a therapeutic measure to stabilize a patient by decreasing serum copper, reducing hemolysis, and helping to prevent renal tubular injury from copper and copper complexes until liver transplantation is possible.
22261259	[Diagnosis and care of Wilson disease with neurological revelation]. Wilson disease is an autosomal recessive disease that produces a copper accumulation in many organs, initially in the liver, progressing to liver cirrhosis, and in the brain, with different neurologic symptoms. Diagnosis is based on clinical, biochemical, and genetic tests. Different treatments based on chelating agents may help reduce the disease's spontaneous morbidity and mortality. We describe three patients who presented Wilson disease before 18 years of age, with initial neurologic symptoms between 1998 and 2010. After comparison with literature reports, their clinical symptoms, progression, and care allowed us to propose a treatment algorithm. Neurologic symptoms are present in 35% of the patients with Wilson disease such as dystonia, extrapyramidal syndrome, dysarthria, dysphagia, and psychiatric symptoms. The time to diagnosis remains too long and may account for the increased severity of the illness encountered and problems treating these patients. The first treatment choice must be triethylenetetramine, which causes fewer side effects of initial worsening of symptoms compared to D-penicillamine. Zinc therapy is the first treatment for asymptomatic patients or those on maintenance treatment. Finally, liver transplantation is a potential treatment even if the patient presents severe neurological disability because it may improve clinical symptoms. However, further research is warranted on this matter.
38695602	Relapse following withdrawal of D-penicillamine from combination (D-penicillamine + zinc) therapy in hepatic Wilson disease. OBJECTIVES: Long-term D-penicillamine (D-pen) therapy in Wilson disease (WD) has numerous adverse effects which advocates its withdrawal, but with an inherent risk of relapse. This prospective observational study was conducted with the objective of evaluating incidence of relapse following withdrawal of D-pen from combination (D-pen + zinc) therapy in maintenance phase of previously symptomatic hepatic WD. METHODS: Hepatic WD patients <18 years of age and on combination therapy for >2 years with 6 months of biochemical remission were included. Biochemical remission was defined as achievement of (i) aspartate aminotransferase (AST) and alanine aminotransferase (ALT) <=1.5 times upper limit of normal (ULN), (ii) serum albumin >3.5 g/dL, international normalized ratio (INR) <1.5 and (iii) 24-h urinary copper excretion (UCE) <500 mcg/day, nonceruloplasmin-bound-copper (NCC) <15 mcg/dL. After D-pen withdrawal, monthly liver function test (LFT) and INR and 3 monthly UCE and NCC were done till 1 year or relapse (elevation of AST/ALT/both >2 times ULN or total bilirubin >2 mg/dL), whichever occurred earlier. RESULTS: Forty-five patients enrolled with median combination therapy duration of 36 months. Sixty percent of them had their index presentation as decompensated cirrhosis. Fourteen patients (31.8%) relapsed (cumulative incidence: 4 at 3 months, 11 at 6 months, and 14 at 12 months after D-pen discontinuation). All relapsers had index presentation as decompensated cirrhosis. On Cox-regression, ALT at D-pen withdrawal was an independent predictor of relapse (hazard ratio [HR]: 1.077, 95% confidence interval [CI]: 1.014-1.145, p = 0.017) with area under the receiver operating characteristic (AUROC) of 0.860. ALT >=40 U/L predicted risk of relapse with 85.7% sensitivity, 70.9% specificity. CONCLUSION: Incidence of relapse after withdrawal of D-pen from combination therapy is 31.8% in hepatic WD. ALT >=40 U/L, at the time of D-pen stoppage, predicts future relapse.
9544415	Liver transplantation for neuropsychiatric Wilson disease. Although neuropsychiatric manifestations are prominent in some patients with Wilson disease, there is little published information regarding the efficacy of liver transplantation for these patients. A 22-year-old male with advanced neurological impairment and prominent psychiatric manifestations due to Wilson disease who underwent liver transplantation is presented. After transplantation, the ceruloplasmin and copper studies normalized and eventually the Kayser-Fleischer rings disappeared. Neurological recovery was very slow and incomplete, and his behavioural and personality disorder was entirely unaffected. He committed suicide 43 months post-transplantation. A review of the small number of related published cases in the English language literature shows variable neurological recovery post-transplantation, but the course of psychiatric manifestations is virtually never described. This case suggests that one must be cautious regarding liver transplantation for Wilson disease in patients with prior psychiatric manifestations. Aggressive medical management is likely to be preferable in most cases.
